ITEM©ö©ªE¡Ì	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	¡íoA¢® ¨¡C¢¬A¡Æ¢®	¡íoA¢®¢¯¢®¨ù¡© ¡íi ¢Ò¡×	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
11275	¡¾Y¢¬¡Æ¡Æ¨Ï+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	500000000	500000000	11276	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	76	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	72	0	10	0	15	40	3	0
11276	¡¾Y¢¬¡Æ¡Æ¨Ï+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	510000000	510000000	11277	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	77	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	72	0	10	0	18	50	3	0
11277	¡¾Y¢¬¡Æ¡Æ¨Ï+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	520000000	520000000	11278	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	78	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	72	0	10	0	21	65	3	0
11278	¡¾Y¢¬¡Æ¡Æ¨Ï+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	530000000	530000000	11279	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	79	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	72	0	10	0	24	80	3	0
11279	¡¾Y¢¬¡Æ¡Æ¨Ï+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	540000000	540000000	11280	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	80	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	72	0	10	0	27	100	3	0
11280	¢¯e¨öA¡Æ¨Ï+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	550000000	550000000	11281	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	81	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	0	0	3	0
11281	¢¯e¨öA¡Æ¨Ï+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	560000000	560000000	11282	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	82	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	3	0	3	0
11282	¢¯e¨öA¡Æ¨Ï+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	570000000	570000000	11283	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	83	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	6	0	3	0
11283	¢¯e¨öA¡Æ¨Ï+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	580000000	580000000	11284	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	84	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	9	0	3	0
11284	¢¯e¨öA¡Æ¨Ï+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	590000000	590000000	11285	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	85	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	12	30	3	0
11285	¢¯e¨öA¡Æ¨Ï+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	600000000	600000000	11286	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	86	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	15	40	3	0
11286	¢¯e¨öA¡Æ¨Ï+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	610000000	610000000	11287	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	87	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	18	50	3	0
11287	¢¯e¨öA¡Æ¨Ï+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	620000000	620000000	11288	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	88	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	21	65	3	0
11288	¢¯e¨öA¡Æ¨Ï+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	630000000	630000000	11289	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	89	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	24	80	3	0
11289	¢¯e¨öA¡Æ¨Ï+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	640000000	640000000	12010	1205	15	LEVEL	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_ATTBONUS_MONSTER	90	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	81	0	11	0	27	100	3	0
11290	E©¡¨öAA¢Ò¡Æ¨Ï+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	11291	181	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	05	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	0	0	3	0
11291	E©¡¨öAA¢Ò¡Æ¨Ï+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	11292	182	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	04	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	3	0	3	0
11292	E©¡¨öAA¢Ò¡Æ¨Ï+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	11293	183	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	03	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	6	0	3	0
11293	E©¡¨öAA¢Ò¡Æ¨Ï+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	11294	184	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	02	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	9	0	3	0
11294	E©¡¨öAA¢Ò¡Æ¨Ï+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	11295	185	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	01	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	12	30	3	0
11295	E©¡¨öAA¢Ò¡Æ¨Ï+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	11296	186	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	00	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	15	40	3	0
11296	E©¡¨öAA¢Ò¡Æ¨Ï+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	11297	187	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	18	50	3	0
11297	E©¡¨öAA¢Ò¡Æ¨Ï+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	11298	188	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	21	65	3	0
11298	E©¡¨öAA¢Ò¡Æ¨Ï+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	11299	189	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	24	80	3	0
11299	E©¡¨öAA¢Ò¡Æ¨Ï+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_BODY	NONE	0	0	11200	1194	15	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_SKILL_DAMAGE_BONUS	10	APPLY_NORMAL_HIT_DEFEND_BONUS	10	0	2	0	12	0	27	100	3	0
11300	A©ªE¡Ì¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11300	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	24	0	14	0	0	80	3	0
11301	¡Æ¡©¨ù¨¬¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	11301	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	32	0	15	0	0	80	3	0
11302	E¡Ì¡¤©¡¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	11302	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	41	0	16	0	0	80	3	0
11303	AO¡¾a¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	11303	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	50	0	17	0	0	80	3	0
11304	Au¨¬¢ç¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	11304	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	59	0	18	0	0	80	3	0
11305	¡¾¢¬¡ío¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	11305	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	67	0	19	0	0	80	3	0
11306	¢¯AE¡Ì¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	11306	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	76	0	20	0	0	80	3	0
11307	¡ío¨öA¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11307	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_RESIST_MAGIC	8	APPLY_NONE	0	0	84	0	21	0	0	80	3	0
11308	Au¡¤©¡¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	11308	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	0	93	0	22	0	0	80	3	0
11309	AuA¢Ò¡¤©¡¡Æ¨Ï	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	11309	0	50	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	10	APPLY_NONE	0	0	102	0	23	0	0	80	3	0
11400	A¨¬¢¬¢Ò+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1000	1000	11401	1207	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	12	0	3	0	0	0	3	0
11401	A¨¬¢¬¢Ò+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	50000	50000	11402	1208	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	12	0	3	0	3	0	3	0
11402	A¨¬¢¬¢Ò+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11403	1209	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	12	0	3	0	6	0	3	0
11403	A¨¬¢¬¢Ò+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	150000	150000	11404	1210	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	12	0	3	0	9	0	3	0
11404	A¨¬¢¬¢Ò+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	200000	200000	11405	1211	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	12	0	3	0	12	30	3	0
11405	A¨¬¢¬¢Ò+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	250000	250000	11406	1212	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	6	APPLY_NONE	0	0	12	0	3	0	15	40	3	0
11406	A¨¬¢¬¢Ò+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	300000	300000	11407	1213	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	7	APPLY_NONE	0	0	12	0	3	0	18	50	3	0
11407	A¨¬¢¬¢Ò+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	350000	350000	11408	1214	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	8	APPLY_NONE	0	0	12	0	3	0	21	65	3	0
11408	A¨¬¢¬¢Ò+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	400000	400000	11409	1215	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	9	APPLY_NONE	0	0	12	0	3	0	24	80	3	0
11409	A¨¬¢¬¢Ò+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	450000	450000	11410	1216	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	0	12	0	3	0	27	100	3	0
11410	¡¾¨ª¨ù¢Ò+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	500000	500000	11411	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	11	APPLY_NONE	0	0	21	0	4	0	0	0	3	0
11411	¡¾¨ª¨ù¢Ò+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	550000	550000	11412	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	12	APPLY_NONE	0	0	21	0	4	0	3	0	3	0
11412	¡¾¨ª¨ù¢Ò+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	600000	600000	11413	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	13	APPLY_NONE	0	0	21	0	4	0	6	0	3	0
11413	¡¾¨ª¨ù¢Ò+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	650000	650000	11414	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	14	APPLY_NONE	0	0	21	0	4	0	9	0	3	0
11414	¡¾¨ª¨ù¢Ò+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	700000	700000	11415	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	15	APPLY_NONE	0	0	21	0	4	0	12	30	3	0
11415	¡¾¨ª¨ù¢Ò+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	750000	750000	11416	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	16	APPLY_NONE	0	0	21	0	4	0	15	40	3	0
11416	¡¾¨ª¨ù¢Ò+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	800000	800000	11417	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	17	APPLY_NONE	0	0	21	0	4	0	18	50	3	0
11417	¡¾¨ª¨ù¢Ò+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	850000	850000	11418	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	18	APPLY_NONE	0	0	21	0	4	0	21	65	3	0
11418	¡¾¨ª¨ù¢Ò+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	900000	900000	11419	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	19	APPLY_NONE	0	0	21	0	4	0	24	80	3	0
11419	¡¾¨ª¨ù¢Ò+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	950000	950000	11420	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	0	21	0	4	0	27	100	3	0
11420	¢¥UE¡ì+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1000000	1000000	11421	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	21	APPLY_NONE	0	0	29	0	5	0	0	0	3	0
11421	¢¥UE¡ì+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1100000	1100000	11422	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	22	APPLY_NONE	0	0	29	0	5	0	3	0	3	0
11422	¢¥UE¡ì+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1200000	1200000	11423	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	23	APPLY_NONE	0	0	29	0	5	0	6	0	3	0
11423	¢¥UE¡ì+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1300000	1300000	11424	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	24	APPLY_NONE	0	0	29	0	5	0	9	0	3	0
11424	¢¥UE¡ì+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1400000	1400000	11425	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	0	29	0	5	0	12	30	3	0
11425	¢¥UE¡ì+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1500000	1500000	11426	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	26	APPLY_NONE	0	0	29	0	5	0	15	40	3	0
11426	¢¥UE¡ì+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1600000	1600000	11427	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	27	APPLY_NONE	0	0	29	0	5	0	18	50	3	0
11427	¢¥UE¡ì+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	1700000	1700000	11428	1217	15	LEVEL	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	20	APPLY_ATTBONUS_MONSTER	28	APPLY_NONE	0	0	29	0	5	0	21	65	3	0
