VNUM	LOCALE_NAME	
1	Yang	
5036	Clopot de Jad+6
5037	Clopot de Jad+7
5038	Clopot de Jad+8
5039	Clopot de Jad+9
5040	Clopot de Fantana+0
5041	Clopot de Fantana+1
5042	Clopot de Fantana+2
5043	Clopot de Fantana+3
5044	Clopot de Fantana+4
5045	Clopot de Fantana+5
5046	Clopot de Fantana+6
5047	Clopot de Fantana+7
5048	Clopot de Fantana+8
5049	Clopot de Fantana+9
5050	Clopot Caisa+0
5051	Clopot Caisa+1
5052	Clopot Caisa+2
5053	Clopot Caisa+3
5054	Clopot Caisa+4
5055	Clopot Caisa+5
5056	Clopot Caisa+6
5057	Clopot Caisa+7
5058	Clopot Caisa+8
5059	Clopot Caisa+9
5060	Clopot Magic+0
5061	Clopot Magic+1
5062	Clopot Magic+2
5063	Clopot Magic+3
5064	Clopot Magic+4
5065	Clopot Magic+5
5066	Clopot Magic+6
5067	Clopot Magic+7
5068	Clopot Magic+8
5069	Clopot Magic+9
5070	Clopot Gandac Auriu+0
5071	Clopot Gandac Auriu+1
5072	Clopot Gandac Auriu+2
5073	Clopot Gandac Auriu+3
5074	Clopot Gandac Auriu+4
5075	Clopot Gandac Auriu+5
5076	Clopot Gandac Auriu+6
5077	Clopot Gandac Auriu+7
5078	Clopot Gandac Auriu+8
5079	Clopot Gandac Auriu+9
5080	Clopot Gandac de Otel+0
5081	Clopot Gandac de Otel+1
5082	Clopot Gandac de Otel+2
5083	Clopot Gandac de Otel+3
5084	Clopot Gandac de Otel+4
5085	Clopot Gandac de Otel+5
5086	Clopot Gandac de Otel+6
5087	Clopot Gandac de Otel+7
5088	Clopot Gandac de Otel+8
5089	Clopot Gandac de Otel+9
5090	Clopot Pasarea Tunet+0
5091	Clopot Pasarea Tunet+1
5092	Clopot Pasarea Tunet+2
5093	Clopot Pasarea Tunet+3
5094	Clopot Pasarea Tunet+4
5095	Clopot Pasarea Tunet+5
5096	Clopot Pasarea Tunet+6
5097	Clopot Pasarea Tunet+7
5098	Clopot Pasarea Tunet+8
5099	Clopot Pasarea Tunet+9
5100	Clopot Cer&Pamant+0
5101	Clopot Cer&Pamant+1
5102	Clopot Cer&Pamant+2
5103	Clopot Cer&Pamant+3
5104	Clopot Cer&Pamant+4
5105	Clopot Cer&Pamant+5
5106	Clopot Cer&Pamant+6
5107	Clopot Cer&Pamant+7
5108	Clopot Cer&Pamant+8
5109	Clopot Cer&Pamant+9
5110	Skin Clopot Antic
5111	Skin Clopot Antic+1
5112	Skin Clopot Antic+2
5113	Skin Clopot Antic+3
5114	Skin Clopot Antic+4
5115	Skin Clopot Antic+5
5116	Skin Clopot Antic+6
5117	Skin Clopot Antic+7
5118	Skin Clopot Antic+8
5119	Skin Clopot Antic+9
5120	Skin Orhidee
5121	Skin Orhidee+1
5122	Skin Orhidee+2
5123	Skin Orhidee+3
5124	Skin Orhidee+4
5125	Skin Orhidee+5
5126	Skin Orhidee+6
5127	Skin Orhidee+7
5128	Skin Orhidee+8
5129	Skin Orhidee+9
5130	Skin Cosas
5131	Skin Cosas+1
5132	Skin Cosas+2
5133	Skin Cosas+3
5134	Skin Cosas+4
5135	Skin Cosas+5
5136	Skin Cosas+6
5137	Skin Cosas+7
5138	Skin Cosas+8
5139	Skin Cosas+9
5140	Skin Clopot Dragon
5141	Skin Clopot Dragon+1
5142	Skin Clopot Dragon+2
5143	Skin Clopot Dragon+3
5144	Skin Clopot Dragon+4
5145	Skin Clopot Dragon+5
5146	Skin Clopot Dragon+6
5147	Skin Clopot Dragon+7
5148	Skin Clopot Dragon+8
5149	Skin Clopot Dragon+9
5150	Skin Hibiscus
5151	Skin Hibiscus+1
5152	Skin Hibiscus+2
5153	Skin Hibiscus+3
5154	Skin Hibiscus+4
5155	Skin Hibiscus+5
5156	Skin Hibiscus+6
5157	Skin Hibiscus+7
5158	Skin Hibiscus+8
5159	Skin Hibiscus+9
5330	Clopot Gheara Dragon+0
5331	Clopot Gheara Dragon+1
5332	Clopot Gheara Dragon+2
5333	Clopot Gheara Dragon+3
5334	Clopot Gheara Dragon+4
5335	Clopot Gheara Dragon+5
5336	Clopot Gheara Dragon+6
5337	Clopot Gheara Dragon+7
5338	Clopot Gheara Dragon+8
5339	Clopot Gheara Dragon+9
5340	Clopot Spirit Dragon +0
5341	Clopot Spirit Dragon +1
5342	Clopot Spirit Dragon +2
5343	Clopot Spirit Dragon +3
5344	Clopot Spirit Dragon +4
5345	Clopot Spirit Dragon +5
5346	Clopot Spirit Dragon +6
5347	Clopot Spirit Dragon +7
5348	Clopot Spirit Dragon +8
5349	Clopot Spirit Dragon +9
7000	Evantai+0
7001	Evantai+1
7002	Evantai+2
7003	Evantai+3
7004	Evantai+4
7005	Evantai+5
7006	Evantai+6
7007	Evantai+7
7008	Evantai+8
7009	Evantai+9
7010	Evantai de Fier+0
7011	Evantai de Fier+1
7012	Evantai de Fier+2
7013	Evantai de Fier+3
7014	Evantai de Fier+4
7015	Evantai de Fier+5
7016	Evantai de Fier+6
7017	Evantai de Fier+7
7018	Evantai de Fier+8
7019	Evantai de Fier+9
7020	Evantai Tigru Negru+0
7021	Evantai Tigru Negru+1
7022	Evantai Tigru Negru+2
7023	Evantai Tigru Negru+3
7024	Evantai Tigru Negru+4
7025	Evantai Tigru Negru+5
7026	Evantai Tigru Negru+6
7027	Evantai Tigru Negru+7
7028	Evantai Tigru Negru+8
7029	Evantai Tigru Negru+9
7030	Evantai Pana Cocorului+0
7031	Evantai Pana Cocorului+1
7032	Evantai Pana Cocorului+2
7033	Evantai Pana Cocorului+3
7034	Evantai Pana Cocorului+4
7035	Evantai Pana Cocorului+5
7036	Evantai Pana Cocorului+6
7037	Evantai Pana Cocorului+7
7038	Evantai Pana Cocorului+8
7039	Evantai Pana Cocorului+9
7040	Evantai Paun+0
7041	Evantai Paun+1
7042	Evantai Paun+2
7043	Evantai Paun+3
7044	Evantai Paun+4
7045	Evantai Paun+5
7046	Evantai Paun+6
7047	Evantai Paun+7
7048	Evantai Paun+8
7049	Evantai Paun+9
7050	Evantai Acvatic+0
7051	Evantai Acvatic+1
7052	Evantai Acvatic+2
7053	Evantai Acvatic+3
7054	Evantai Acvatic+4
7055	Evantai Acvatic+5
7056	Evantai Acvatic+6
7057	Evantai Acvatic+7
7058	Evantai Acvatic+8
7059	Evantai Acvatic+9
7060	Evantai de Piatra+0
7061	Evantai de Piatra+1
7062	Evantai de Piatra+2
7063	Evantai de Piatra+3
7064	Evantai de Piatra+4
7065	Evantai de Piatra+5
7066	Evantai de Piatra+6
7067	Evantai de Piatra+7
7068	Evantai de Piatra+8
7069	Evantai de Piatra+9
7070	Evantai Oceanic+0
7071	Evantai Oceanic+1
7072	Evantai Oceanic+2
7073	Evantai Oceanic+3
7074	Evantai Oceanic+4
7075	Evantai Oceanic+5
7076	Evantai Oceanic+6
7077	Evantai Oceanic+7
7078	Evantai Oceanic+8
7079	Evantai Oceanic+9
7080	Evantai Intepatura+0
7081	Evantai Intepatura+1
7082	Evantai Intepatura+2
7083	Evantai Intepatura+3
7084	Evantai Intepatura+4
7085	Evantai Intepatura+5
7086	Evantai Intepatura+6
7087	Evantai Intepatura+7
7088	Evantai Intepatura+8
7089	Evantai Intepatura+9
7090	Evantai Phoenix+0
7091	Evantai Phoenix+1
7092	Evantai Phoenix+2
7093	Evantai Phoenix+3
7094	Evantai Phoenix+4
7095	Evantai Phoenix+5
7096	Evantai Phoenix+6
7097	Evantai Phoenix+7
7098	Evantai Phoenix+8
7099	Evantai Phoenix+9
7100	Evantai Triplu+0
7101	Evantai Triplu+1
7102	Evantai Triplu+2
7103	Evantai Triplu+3
7104	Evantai Triplu+4
7105	Evantai Triplu+5
7106	Evantai Triplu+6
7107	Evantai Triplu+7
7108	Evantai Triplu+8
7109	Evantai Triplu+9
7110	Evantai Spranceana+0
7111	Evantai Spranceana+1
7112	Evantai Spranceana+2
7113	Evantai Spranceana+3
7114	Evantai Spranceana+4
7115	Evantai Spranceana+5
7116	Evantai Spranceana+6
7117	Evantai Spranceana+7
7118	Evantai Spranceana+8
7119	Evantai Spranceana+9
7120	Evantai Soare+0
7121	Evantai Soare+1
7122	Evantai Soare+2
7123	Evantai Soare+3
7124	Evantai Soare+4
7125	Evantai Soare+5
7126	Evantai Soare+6
7127	Evantai Soare+7
7128	Evantai Soare+8
7129	Evantai Soare+9
7130	Skin Pasarea Cerului
7131	Ev. pasarea cerului+1
7132	Ev. pasarea cerului+2
7133	Ev. pasarea cerului+3
7134	Ev. pasarea cerului+4
7135	Ev. pasarea cerului+5
7136	Ev. pasarea cerului+6
7137	Ev. pasarea cerului+7
7138	Ev. pasarea cerului+8
7139	Ev. pasarea cerului+9
7140	Evantaiul Mantuirii+0
7141	Evantaiul Mantuirii+1
7142	Evantaiul Mantuirii+2
7143	Evantaiul Mantuirii+3
7144	Evantaiul Mantuirii+4
7145	Evantaiul Mantuirii+5
7146	Evantaiul Mantuirii+6
7147	Evantaiul Mantuirii+7
7148	Evantaiul Mantuirii+8
7149	Evantaiul Mantuirii+9
7150	Evantai Extaz+0
7151	Evantai Extaz+1
7152	Evantai Extaz+2
7153	Evantai Extaz+3
7154	Evantai Extaz+4
7155	Evantai Extaz+5
7156	Evantai Extaz+6
7157	Evantai Extaz+7
7158	Evantai Extaz+8
7159	Evantai Extaz+9
7160	Skin Vant de Toamna
7161	Skin Vant de Toamna+1
7162	Skin Vant de Toamna+2
7163	Skin Vant de Toamna+3
7164	Skin Vant de Toamna+4
7165	Skin Vant de Toamna+5
7166	Skin Vant de Toamna+6
7167	Skin Vant de Toamna+7
7168	Skin Vant de Toamna+8
7169	Skin Vant de Toamna+9
7170	Skin Evantai Bagua
7171	Skin Evantai Bagua+1
7172	Skin Evantai Bagua+2
7173	Skin Evantai Bagua+3
7174	Skin Evantai Bagua+4
7175	Skin Evantai Bagua+5
7176	Skin Evantai Bagua+6
7177	Skin Evantai Bagua+7
7178	Skin Evantai Bagua+8
7179	Skin Evantai Bagua+9
7180	Skin Evantai Dragon
7181	Skin Evantai Dragon+1
7182	Skin Evantai Dragon+2
7183	Skin Evantai Dragon+3
7184	Skin Evantai Dragon+4
7185	Skin Evantai Dragon+5
7186	Skin Evantai Dragon+6
7187	Skin Evantai Dragon+7
7188	Skin Evantai Dragon+8
7189	Skin Evantai Dragon+9
7190	Skin Evantai Demon
7191	Skin Evantai Demon+1
7192	Skin Evantai Demon+2
7193	Skin Evantai Demon+3
7194	Skin Evantai Demon+4
7195	Skin Evantai Demon+5
7196	Skin Evantai Demon+6
7197	Skin Evantai Demon+7
7198	Skin Evantai Demon+8
7199	Skin Evantai Demon+9
7200	Lance+0
7201	Lance+1
7202	Lance+2
7203	Lance+3
7204	Lance+4
7205	Lance+5
7206	Lance+6
7207	Lance+7
7208	Lance+8
7209	Lance+9
7370	Evantai Dragon+0
7371	Evantai Dragon+1
7372	Evantai Dragon+2
7373	Evantai Dragon+3
7374	Evantai Dragon+4
7375	Evantai Dragon+5
7376	Evantai Dragon+6
7377	Evantai Dragon+7
7378	Evantai Dragon+8
7379	Evantai Dragon+9
8000	Sageata de lemn
8001	Sageata de bambus
8002	Sageata de piatra
8003	Sageata de fier
8004	Sageata de otel
8005	Sageata de argint
8006	Sageata de Foc
8007	Sageata otravita
8008	Sageata de gheata
8009	Sageata blestemata
9001	Armura Nahan+5
9002	Armura Tanma+5
9003	Armura Jinhon+5
9004	Armura Chung+5
9501	Sabie+5
9502	Sabie scurta+5
9503	Arc scurt+5
9504	Sabie lunga+5
9505	Evantai Mare+5
11000	Armura de lup
11010	Armura de mistret
11020	Armura de urs
11030	Armura de tigru
11200	Platosa de Calugar+0
11201	Platosa de Calugar+1
11202	Platosa de Calugar+2
11203	Platosa de Calugar+3
11204	Platosa de Calugar+4
11205	Platosa de Calugar+5
11206	Platosa de Calugar+6
11207	Platosa de Calugar+7
11208	Platosa de Calugar+8
11209	Platosa de Calugar+9
11210	Blindaj placa de fier+0
11211	Blindaj placa de fier+1
11212	Blindaj placa de fier+2
11213	Blindaj placa de fier+3
11214	Blindaj placa de fier+4
11215	Blindaj placa de fier+5
11216	Blindaj placa de fier+6
11217	Blindaj placa de fier+7
11218	Blindaj placa de fier+8
11219	Blindaj placa de fier+9
11220	Platosa de Tigru+0
11221	Platosa de Tigru+1
11222	Platosa de Tigru+2
11223	Platosa de Tigru+3
11224	Platosa de Tigru+4
11225	Platosa de Tigru+5
11226	Platosa de Tigru+6
11227	Platosa de Tigru+7
11228	Platosa de Tigru+8
11229	Platosa de Tigru+9
11230	Platosa de Leu+0
11231	Platosa de Leu+1
11232	Platosa de Leu+2
11233	Platosa de Leu+3
11234	Platosa de Leu+4
11235	Platosa de Leu+5
11236	Platosa de Leu+6
11237	Platosa de Leu+7
11238	Platosa de Leu+8
11239	Platosa de Leu+9
11240	Platosa Mortala+0
11241	Platosa Mortala+1
11242	Platosa Mortala+2
11243	Platosa Mortala+3
11244	Platosa Mortala+4
11245	Platosa Mortala+5
11246	Platosa Mortala+6
11247	Platosa Mortala+7
11248	Platosa Mortala+8
11249	Platosa Mortala+9
11250	Platosa de Dragon+0
11251	Platosa de Dragon+1
11252	Platosa de Dragon+2
11253	Platosa de Dragon+3
11254	Platosa de Dragon+4
11255	Platosa de Dragon+5
11256	Platosa de Dragon+6
11257	Platosa de Dragon+7
11258	Platosa de Dragon+8
11259	Platosa de Dragon+9
11260	Platosa Solzi Albastri+0
11261	Platosa Solzi Albastri+1
11262	Platosa Solzi Albastri+2
11263	Platosa Solzi Albastri+3
11264	Platosa Solzi Albastri+4
11265	Platosa Solzi Albastri+5
11266	Platosa Solzi Albastri+6
11267	Platosa Solzi Albastri+7
11268	Platosa Solzi Albastri+8
11269	Platosa Solzi Albastri+9
11270	Platosa de Aur+0
11271	Platosa de Aur+1
11272	Platosa de Aur+2
11273	Platosa de Aur+3
11274	Platosa de Aur+4
11275	Platosa de Aur+5
11276	Platosa de Aur+6
11277	Platosa de Aur+7
11278	Platosa de Aur+8
11279	Platosa de Aur+9
11280	Armura Zeului Dragon+0
11281	Armura Zeului Dragon+1
11282	Armura Zeului Dragon+2
11283	Armura Zeului Dragon+3
11284	Armura Zeului Dragon+4
11285	Armura Zeului Dragon+5
11286	Armura Zeului Dragon+6
11287	Armura Zeului Dragon+7
11288	Armura Zeului Dragon+8
11289	Armura Zeului Dragon+9
11290	Armura de otel negru+0
11291	Armura de otel negru+1
11292	Armura de otel negru+2
11293	Armura de otel negru+3
11294	Armura de otel negru+4
11295	Armura de otel negru+5
11296	Armura de otel negru+6
11297	Armura de otel negru+7
11298	Armura de otel negru+8
11299	Armura de otel negru+9
11300	Suplete
11301	Suplete
11302	Rezistenta buna
11303	Armura slaba
11304	Zid Impotriva dusmanilor
11305	Inteligenta
11306	Soldati
11307	Pantofi mai buni
11308	Rezistenta contra dusman
11309	Rezistenta altor dusmani
11400	Costum de azur+0
11401	Costum de azur+1
11402	Costum de azur+2
11403	Costum de azur+3
11404	Costum de azur+4
11405	Costum de azur+5
11406	Costum de azur+6
11407	Costum de azur+7
11408	Costum de azur+8
11409	Costum de azur+9
11410	Costum de fildes+0
11411	Costum de fildes+1
11412	Costum de fildes+2
11413	Costum de fildes+3
11414	Costum de fildes+4
11415	Costum de fildes+5
11416	Costum de fildes+6
11417	Costum de fildes+7
11418	Costum de fildes+8
11419	Costum de fildes+9
11420	Costum rosu scarlatin+0
11421	Costum rosu scarlatin+1
11422	Costum rosu scarlatin+2
11423	Costum rosu scarlatin+3
11424	Costum rosu scarlatin+4
11425	Costum rosu scarlatin+5
11426	Costum rosu scarlatin+6
11427	Costum rosu scarlatin+7
11428	Costum rosu scarlatin+8
11429	Costum rosu scarlatin+9
11430	Costum furnica rosie+0
11431	Costum furnica rosie+1
11432	Costum furnica rosie+2
11433	Costum furnica rosie+3
11434	Costum furnica rosie+4
11435	Costum furnica rosie+5
11436	Costum furnica rosie+6
11437	Costum furnica rosie+7
11438	Costum furnica rosie+8
11439	Costum furnica rosie+9
11440	Costum furnica leu+0
11441	Costum furnica leu+1
11442	Costum furnica leu+2
11443	Costum furnica leu+3
11444	Costum furnica leu+4
11445	Costum furnica leu+5
11446	Costum furnica leu+6
11447	Costum furnica leu+7
11448	Costum furnica leu+8
11449	Costum furnica leu+9
11450	Costum de ninja+0
11451	Costum de ninja+1
11452	Costum de ninja+2
11453	Costum de ninja+3
11454	Costum de ninja+4
11455	Costum de ninja+5
11456	Costum de ninja+6
11457	Costum de ninja+7
11458	Costum de ninja+8
11459	Costum de ninja+9
11460	Costum de Dragon tanar+0
11461	Costum de Dragon tanar+1
11462	Costum de Dragon tanar+2
11463	Costum de Dragon tanar+3
11464	Costum de Dragon tanar+4
11465	Costum de Dragon tanar+5
11466	Costum de Dragon tanar+6
11467	Costum de Dragon tanar+7
11468	Costum de Dragon tanar+8
11469	Costum de Dragon tanar+9
11470	Costum de criminal+0
11471	Costum de criminal+1
11472	Costum de criminal+2
11473	Costum de criminal+3
11474	Costum de criminal+4
11475	Costum de criminal+5
11476	Costum de criminal+6
11477	Costum de criminal+7
11478	Costum de criminal+8
11479	Costum de criminal+9
11480	Costum de magnolie+0
11481	Costum de magnolie+1
11482	Costum de magnolie+2
11483	Costum de magnolie+3
11484	Costum de magnolie+4
11485	Costum de magnolie+5
11486	Costum de magnolie+6
11487	Costum de magnolie+7
11488	Costum de magnolie+8
11489	Costum de magnolie+9
11490	Costum de vant negru+0
11491	Costum de vant negru+1
11492	Costum de vant negru+2
11493	Costum de vant negru+3
11494	Costum de vant negru+4
11495	Costum de vant negru+5
11496	Costum de vant negru+6
11497	Costum de vant negru+7
11498	Costum de vant negru+8
11499	Costum de vant negru+9
11500	Gang-Ma
11501	Zung-Seon
11502	Chung-Zin
11503	Ho-Young
11504	Young-Seon
11505	Su-Sin
11506	O-Gyo
11507	Bi-Pung
11508	Zeok-Hyoun
11509	Ho-Gu
11600	Platosa Recviem+0
11601	Platosa Recviem+1
11602	Platosa Recviem+2
11603	Platosa Recviem+3
11604	Platosa Recviem+4
11605	Platosa Recviem+5
11606	Platosa Recviem+6
11607	Platosa Recviem+7
11608	Platosa Recviem+8
11609	Platosa Recviem+9
11610	Armura Furtuna+0
11611	Armura Furtuna+1
11612	Armura Furtuna+2
11613	Armura Furtuna+3
11614	Armura Furtuna+4
11615	Armura Furtuna+5
11616	Armura Furtuna+6
11617	Armura Furtuna+7
11618	Armura Furtuna+8
11619	Armura Furtuna+9
11620	Platosa Ghinion+0
11621	Platosa Ghinion+1
11622	Platosa Ghinion+2
11623	Platosa Ghinion+3
11624	Platosa Ghinion+4
11625	Platosa Ghinion+5
11626	Platosa Ghinion+6
11627	Platosa Ghinion+7
11628	Platosa Ghinion+8
11629	Platosa Ghinion+9
11630	Platosa Fantoma+0
11631	Platosa Fantoma +1
11632	Platosa Fantoma +2
11633	Platosa Fantoma+3
11634	Platosa Fantoma+4
11635	Platosa Fantoma+5
11636	Platosa Fantoma+6
11637	Platosa Fantoma+7
11638	Platosa Fantoma+8
11639	Platosa Fantoma+9
11640	Platosa Yin Yang+0
11641	Platosa Yin Yang+1
11642	Platosa Yin Yang+2
11643	Platosa Yin Yang+3
11644	Platosa Yin Yang+4
11645	Platosa Yin Yang+5
11646	Platosa Yin Yang+6
11647	Platosa Yin Yang+7
11648	Platosa Yin Yang+8
11649	Platosa Yin Yang+9
11650	Platosa Mistica+0
11651	Platosa Mistica+1
11652	Platosa Mistica+2
11653	Platosa Mistica+3
11654	Platosa Mistica+4
11655	Platosa Mistica+5
11656	Platosa Mistica+6
11657	Platosa Mistica+7
11658	Platosa Mistica+8
11659	Platosa Mistica+9
11660	Platosa de Ceata+0
11661	Platosa de Ceata+1
11662	Platosa de Ceata+2
11663	Platosa de Ceata+3
11664	Platosa de Ceata+4
11665	Platosa de Ceata+5
11666	Platosa de Ceata+6
11667	Platosa de Ceata+7
11668	Platosa de Ceata+8
11669	Platosa de Ceata+9
11670	Armura masca de stafie+0
11671	Armura masca de stafie+1
11672	Armura masca de stafie+2
11673	Armura masca de stafie+3
11674	Armura masca de stafie+4
11675	Armura masca de stafie+5
11676	Armura masca de stafie+6
11677	Armura masca de stafie+7
11678	Armura masca de stafie+8
11679	Armura masca de stafie+9
11680	Platosa pentru suflet+0
11681	Platosa pentru suflet+1
11682	Platosa pentru suflet+2
11683	Platosa pentru suflet+3
11684	Platosa pentru suflet+4
11685	Platosa pentru suflet+5
11686	Platosa pentru suflet+6
11687	Platosa pentru suflet+7
11688	Platosa pentru suflet+8
11689	Platosa pentru suflet+9
11690	Platosa magica+0
11691	Platosa magica+1
11692	Platosa magica+2
11693	Platosa magica+3
11694	Platosa magica+4
11695	Platosa magica+5
11696	Platosa magica+6
11697	Platosa magica+7
11698	Platosa magica+8
11699	Platosa magica+9
11700	Gang-Ryoung-Gab
11701	Geuk-Hon-Gab
11702	Ha-An-Gab
11703	Bi-Sang-Gab
11704	Ya-Sang-Gab
11705	Noe-Un-Gab
11706	Zeok-Sang-Gab
11707	Heuk-Gui-Gab
11708	Ma-Sin-Gab
11709	Ma-Ryoung-Sin-Gab
11800	Vesmant de azur+0
11801	Vesmant de azur+1
11802	Vesmant de azur+2
11803	Vesmant de azur+3
11804	Vesmant de azur+4
11805	Vesmant de azur+5
11806	Vesmant de azur+6
11807	Vesmant de azur+7
11808	Vesmant de azur+8
11809	Vesmant de azur+9
11810	Vesmant turcoaz+0
11811	Vesmant turcoaz+1
11812	Vesmant turcoaz+2
11813	Vesmant turcoaz+3
11814	Vesmant turcoaz+4
11815	Vesmant turcoaz+5
11816	Vesmant turcoaz+6
11817	Vesmant turcoaz+7
11818	Vesmant turcoaz+8
11819	Vesmant turcoaz+9
11820	Vesmant trandafiriu+0
11821	Vesmant trandafiriu+1
11822	Vesmant trandafiriu+2
11823	Vesmant trandafiriu+3
11824	Vesmant trandafiriu+4
11825	Vesmant trandafiriu+5
11826	Vesmant trandafiriu+6
11827	Vesmant trandafiriu+7
11828	Vesmant trandafiriu+8
11829	Vesmant trandafiriu+9
11830	Vesmantul dragostei+0
11831	Vesmantul dragostei+1
11832	Vesmantul dragostei+2
11833	Vesmantul dragostei+3
11834	Vesmantul dragostei+4
11835	Vesmantul dragostei+5
11836	Vesmantul dragostei+6
11837	Vesmantul dragostei+7
11838	Vesmantul dragostei+8
11839	Vesmantul dragostei+9
11840	Vesmantul cerului+0
11841	Vesmantul cerului+1
11842	Vesmantul cerului+2
11843	Vesmantul cerului+3
11844	Vesmantul cerului+4
11845	Vesmantul cerului+5
11846	Vesmantul cerului+6
11847	Vesmantul cerului+7
11848	Vesmantul cerului+8
11849	Vesmantul cerului+9
11850	Vesmantul soarelui+0
11851	Vesmantul soarelui+1
11852	Vesmantul soarelui+2
11853	Vesmantul soarelui+3
11854	Vesmantul soarelui+4
11855	Vesmantul soarelui+5
11856	Vesmantul soarelui+6
11857	Vesmantul soarelui+7
11858	Vesmantul soarelui+8
11859	Vesmantul soarelui+9
11860	Vesmantul moralei+0
11861	Vesmantul moralei+1
11862	Vesmantul moralei+2
11863	Vesmantul moralei+3
11864	Vesmantul moralei+4
11865	Vesmantul moralei+5
11866	Vesmantul moralei+6
11867	Vesmantul moralei+7
11868	Vesmantul moralei+8
11869	Vesmantul moralei+9
11870	Rochie oranj pisica+0
11871	Rochie oranj pisica+1
11872	Rochie oranj pisica+2
11873	Rochie oranj pisica+3
11874	Rochie oranj pisica+4
11875	Rochie oranj pisica+5
11876	Rochie oranj pisica+6
11877	Rochie oranj pisica+7
11878	Rochie oranj pisica+8
11879	Rochie oranj pisica+9
11880	Vesmantul baronesei+0
11881	Vesmantul baronesei+1
11882	Vesmantul baronesei+2
11883	Vesmantul baronesei+3
11884	Vesmantul baronesei+4
11885	Vesmantul baronesei+5
11886	Vesmantul baronesei+6
11887	Vesmantul baronesei+7
11888	Vesmantul baronesei+8
11889	Vesmantul baronesei+9
11890	Vesmant negru+0
11891	Vesmant negru+1
11892	Vesmant negru+2
11893	Vesmant negru+3
11894	Vesmant negru+4
11895	Vesmant negru+5
11896	Vesmant negru+6
11897	Vesmant negru+7
11898	Vesmant negru+8
11899	Vesmant negru+9
11901	Smoking
11902	Smoking
11903	Rochie de mireasa
11904	Rochie de mireasa
11911	Smoking
11912	Smoking
11913	Rochie de mireasa
11914	Rochie de mireasa
11951	Platosa de Calugar
11952	Costum de azur
11953	Platosa Recviem
11954	Vesmant de azur
11971	Armura Hwang
11972	Armura Hwang rosie
11973	Armura Zin-Hwang
11974	Armura Sang-Hwang
12000	Vesmant acvatic+0
12001	Vesmant acvatic+1
12002	Vesmant acvatic+2
12003	Vesmant acvatic+3
12004	Vesmant acvatic+4
12005	Vesmant acvatic+5
12006	Vesmant acvatic+6
12007	Vesmant acvatic+7
12008	Vesmant acvatic+8
12009	Vesmant acvatic+9
12010	Armura Otel Albastru +0
12011	Armura Otel Albastru +1
12012	Armura Otel Albastru +2
12013	Armura Otel Albastru +3
12014	Armura Otel Albastru +4
12015	Armura Otel Albastru +5
12016	Armura Otel Albastru +6
12017	Armura Otel Albastru +7
12018	Armura Otel Albastru +8
12019	Armura Otel Albastru +9
12020	Haina Dragon Albastru +0
12021	Haina Dragon Albastru +1
12022	Haina Dragon Albastru +2
12023	Haina Dragon Albastru +3
12024	Haina Dragon Albastru +4
12025	Haina Dragon Albastru +5
12026	Haina Dragon Albastru +6
12027	Haina Dragon Albastru +7
12028	Haina Dragon Albastru +8
12029	Haina Dragon Albastru +9
12030	Armura Placa Aura +0
12031	Armura Placa Aura +1
12032	Armura Placa Aura +2
12033	Armura Placa Aura +3
12034	Armura Placa Aura +4
12035	Armura Placa Aura +5
12036	Armura Placa Aura +6
12037	Armura Placa Aura +7
12038	Armura Placa Aura +8
12039	Armura Placa Aura +9
12040	Imbracaminte Dragon +0
12041	Imbracaminte Dragon +1
12042	Imbracaminte Dragon +2
12043	Imbracaminte Dragon +3
12044	Imbracaminte Dragon +4
12045	Imbracaminte Dragon +5
12046	Imbracaminte Dragon +6
12047	Imbracaminte Dragon +7
12048	Imbracaminte Dragon +8
12049	Imbracaminte Dragon +9
12200	Coif traditional+0
12201	Coif traditional+1
12202	Coif traditional+2
12203	Coif traditional+3
12204	Coif traditional+4
12205	Coif traditional+5
12206	Coif traditional+6
12207	Coif traditional+7
12208	Coif traditional+8
12209	Coif traditional+9
12220	Coif de fier+0
12221	Coif de fier+1
12222	Coif de fier+2
12223	Coif de fier+3
12224	Coif de fier+4
12225	Coif de fier+5
12226	Coif de fier+6
12227	Coif de fier+7
12228	Coif de fier+8
12229	Coif de fier+9
12240	Coif masca stafiei+0
12241	Coif masca stafiei+1
12242	Coif masca stafiei+2
12243	Coif masca stafiei+3
12244	Coif masca stafiei+4
12245	Coif masca stafiei+5
12246	Coif masca stafiei+6
12247	Coif masca stafiei+7
12248	Coif masca stafiei+8
12249	Coif masca stafiei+9
12260	Masca de Frica +0
12261	Masca de Frica +1
12262	Masca de Frica +2
12263	Masca de Frica +3
12264	Masca de Frica +4
12265	Masca de Frica +5
12266	Masca de Frica +6
12267	Masca de Frica +7
12268	Masca de Frica +8
12269	Masca de Frica +9
12280	Casca Maestrul Razboi +0
12281	Casca Maestrul Razboi +1
12282	Casca Maestrul Razboi +2
12283	Casca Maestrul Razboi +
12284	Casca Maestrul Razboi +4
12285	Casca Maestrul Razboi +5
12286	Casca Maestrul Razboi +6
12287	Casca Maestrul Razboi +7
12288	Casca Maestrul Razboi +8
12289	Casca Maestrul Razboi +9
12690	Coif Otel Dragon+0
12691	Coif Otel Dragon+1
12692	Coif Otel Dragon+2
12693	Coif Otel Dragon+3
12694	Coif Otel Dragon+4
12695	Coif Otel Dragon+5
12696	Coif Otel Dragon+6
